Reading #,Test Type,Date,Time,Grid ID,Method ID,Method Family,Method Name,User Factor Name,Test Label,Collimation Status,ROHS Beam,Latitude,Longitude,Test Status,User ID,Status ID,Compound Template Name, Units,Mg Concentration,Mg Error1s,Mg Action Level,Mg Compound,Mg Compound Level,Mg Compound Error,Al Concentration,Al Error1s,Al Action Level,Al Compound,Al Compound Level,Al Compound Error,Si Concentration,Si Error1s,Si Action Level,Si Compound,Si Compound Level,Si Compound Error,P Concentration,P Error1s,P Action Level,P Compound,P Compound Level,P Compound Error,S Concentration,S Error1s,S Action Level,S Compound,S Compound Level,S Compound Error,K Concentration,K Error1s,K Action Level,K Compound,K Compound Level,K Compound Error,Ca Concentration,Ca Error1s,Ca Action Level,Ca Compound,Ca Compound Level,Ca Compound Error,Ti Concentration,Ti Error1s,Ti Action Level,Ti Compound,Ti Compound Level,Ti Compound Error,V Concentration,V Error1s,V Action Level,V Compound,V Compound Level,V Compound Error,Cr Concentration,Cr Error1s,Cr Action Level,Cr Compound,Cr Compound Level,Cr Compound Error,Mn Concentration,Mn Error1s,Mn Action Level,Mn Compound,Mn Compound Level,Mn Compound Error,Fe Concentration,Fe Error1s,Fe Action Level,Fe Compound,Fe Compound Level,Fe Compound Error,Co Concentration,Co Error1s,Co Action Level,Co Compound,Co Compound Level,Co Compound Error,Ni Concentration,Ni Error1s,Ni Action Level,Ni Compound,Ni Compound Level,Ni Compound Error,Cu Concentration,Cu Error1s,Cu Action Level,Cu Compound,Cu Compound Level,Cu Compound Error,Zn Concentration,Zn Error1s,Zn Action Level,Zn Compound,Zn Compound Level,Zn Compound Error,As Concentration,As Error1s,As Action Level,As Compound,As Compound Level,As Compound Error,Se Concentration,Se Error1s,Se Action Level,Se Compound,Se Compound Level,Se Compound Error,Rb Concentration,Rb Error1s,Rb Action Level,Rb Compound,Rb Compound Level,Rb Compound Error,Sr Concentration,Sr Error1s,Sr Action Level,Sr Compound,Sr Compound Level,Sr Compound Error,Y Concentration,Y Error1s,Y Action Level,Y Compound,Y Compound Level,Y Compound Error,Zr Concentration,Zr Error1s,Zr Action Level,Zr Compound,Zr Compound Level,Zr Compound Error,Nb Concentration,Nb Error1s,Nb Action Level,Nb Compound,Nb Compound Level,Nb Compound Error,Mo Concentration,Mo Error1s,Mo Action Level,Mo Compound,Mo Compound Level,Mo Compound Error,Ag Concentration,Ag Error1s,Ag Action Level,Ag Compound,Ag Compound Level,Ag Compound Error,Cd Concentration,Cd Error1s,Cd Action Level,Cd Compound,Cd Compound Level,Cd Compound Error,Sn Concentration,Sn Error1s,Sn Action Level,Sn Compound,Sn Compound Level,Sn Compound Error,Sb Concentration,Sb Error1s,Sb Action Level,Sb Compound,Sb Compound Level,Sb Compound Error,Ba Concentration,Ba Error1s,Ba Action Level,Ba Compound,Ba Compound Level,Ba Compound Error,W Concentration,W Error1s,W Action Level,W Compound,W Compound Level,W Compound Error,Hg Concentration,Hg Error1s,Hg Action Level,Hg Compound,Hg Compound Level,Hg Compound Error,Pb Concentration,Pb Error1s,Pb Action Level,Pb Compound,Pb Compound Level,Pb Compound Error,Bi Concentration,Bi Error1s,Bi Action Level,Bi Compound,Bi Compound Level,Bi Compound Error,Th Concentration,Th Error1s,Th Action Level,Th Compound,Th Compound Level,Th Compound Error,U Concentration,U Error1s,U Action Level,U Compound,U Compound Level,U Compound Error,LE Concentration,LE Error1s,LE Action Level,LE Compound,LE Compound Level,LE Compound Error,Historical Test ID,Customer,Project No.,Location,Test Count,Operator,Component,Quality,Retest Note ,Rate,Resolution,Peak1,Peak2,Slope,Offset,Error Code,Instrument Serial Num,Model,Tube Anode,Ambient Pressure 1,Tube Current Set 1,Tube Current Monitor 1,Tube Voltage Set 1,Tube Voltage Monitor 1,Hardware Live Time 1,Live Time 1,Real Time 1,Vacuum Pressure 1,Probe Temperature (°C) 1,Input Count Rate 1,Output Count Rate 1,Clip Top 1,Clip Bottom 1,Pileups 1,Width Rejects 1,Reset Count 1,Lt Multiplier 1,Col Multiplier 1,Energy Slope 1,Energy Offset 1,Exposure Number 1,Ambient Pressure 2,Tube Current Set 2,Tube Current Monitor 2,Tube Voltage Set 2,Tube Voltage Monitor 2,Hardware Live Time 2,Live Time 2,Real Time 2,Vacuum Pressure 2,Probe Temperature (°C) 2,Input Count Rate 2,Output Count Rate 2,Clip Top 2,Clip Bottom 2,Pileups 2,Width Rejects 2,Reset Count 2,Lt Multiplier 2,Col Multiplier 2,Energy Slope 2,Energy Offset 2,Exposure Number 2,Gold Plating,Au Karat,Au Fineness
126,NORMAL,5/17/20,17:56:13,G04,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,126,No,,33.58016443,-101.8655017,No error ,Administrator,0,,%,1.11663,0.33191,,,,,0.8401,0.04452,,,,,5.58237,0.03621,,,,,0.4195,0.00584,,,,,0.76344,0.007,,,,,2.82952,0.0144,,,,,2.64639,0.01317,,,,,0.46478,0.01035,,,,,<LOD,0.01146,,,,,<LOD,0.00452,,,,,0.09287,0.00183,,,,,0.43843,0.00355,,,,,0.00405,0.00083,,,,,<LOD,0.00178,,,,,0.0024,0.00024,,,,,0.02087,0.00034,,,,,<LOD,0.00049,,,,,<LOD,0.00026,,,,,0.00214,0.00007,,,,,0.0153,0.00014,,,,,0.00054,0.00009,,,,,0.01047,0.00014,,,,,0.00037,0.00011,,,,,<LOD,0.00081,,,,,<LOD,0.00232,,,,,<LOD,0.00261,,,,,<LOD,0.00347,,,,,<LOD,0.00438,,,,,<LOD,0.14594,,,,,<LOD,0.00161,,,,,<LOD,0.0009,,,,,0.00214,0.00012,,,,,<LOD,0.00328,,,,,0.00346,0.00028,,,,,0.00083,0.00012,,,,,84.74339,0.29213,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.5716,22.288,30,905,43,60575.7,45655.6,12,53,147716,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8465,24.7034,30,905,43,92609.8,76651.3,0,154,221777,0,0,1,1,0.0200003,-0.0421731,2,,,
127,NORMAL,5/17/20,17:58:03,F04,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,127,No,,33.58013651,-101.8655516,No error ,Administrator,0,,%,<LOD,1.76176,,,,,0.87105,0.03861,,,,,6.30871,0.03161,,,,,0.31689,0.00497,,,,,0.45413,0.00516,,,,,1.7219,0.00702,,,,,3.75529,0.01237,,,,,0.0573,0.00648,,,,,<LOD,0.00813,,,,,<LOD,0.00425,,,,,0.12727,0.00193,,,,,0.36089,0.00274,,,,,<LOD,0.00337,,,,,<LOD,0.00166,,,,,0.00249,0.00022,,,,,0.01381,0.00026,,,,,<LOD,0.00041,,,,,<LOD,0.00023,,,,,0.00143,0.00006,,,,,0.02211,0.00015,,,,,0.00038,0.00008,,,,,0.00727,0.00012,,,,,<LOD,0.0006,,,,,<LOD,0.00076,,,,,<LOD,0.00215,,,,,<LOD,0.00243,,,,,<LOD,0.00323,,,,,<LOD,0.00409,,,,,<LOD,0.12163,,,,,<LOD,0.00141,,,,,<LOD,0.0008,,,,,0.00145,0.0001,,,,,<LOD,0.00309,,,,,0.00288,0.00026,,,,,0.0009,0.00011,,,,,85.97388,0.05908,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.5248,22.1312,30,905,43,67221.9,50388.2,15,491,173501,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8341,24.5037,30,905,43,99994.5,82128.5,0,0,257016,0,0,1,1,0.0200003,-0.0421731,2,,,
128,NORMAL,5/17/20,17:59:50,E04,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,128,No,,33.58017067,-101.8656609,No error ,Administrator,0,,%,0.77173,0.21988,,,,,0.76441,0.02906,,,,,5.95482,0.02885,,,,,0.2116,0.00354,,,,,0.29559,0.00364,,,,,1.04786,0.00469,,,,,2.52282,0.00905,,,,,0.06113,0.00517,,,,,<LOD,0.00637,,,,,<LOD,0.00326,,,,,0.08777,0.00134,,,,,0.34944,0.00231,,,,,<LOD,0.00263,,,,,<LOD,0.00116,,,,,0.00183,0.00017,,,,,0.01183,0.0002,,,,,<LOD,0.00032,,,,,<LOD,0.00017,,,,,0.00115,0.00005,,,,,0.02185,0.00013,,,,,0.00028,0.00007,,,,,0.00539,0.00009,,,,,<LOD,0.00047,,,,,<LOD,0.0006,,,,,<LOD,0.00168,,,,,<LOD,0.00189,,,,,<LOD,0.00249,,,,,<LOD,0.00314,,,,,<LOD,0.09469,,,,,<LOD,0.00107,,,,,<LOD,0.00061,,,,,0.00122,0.00008,,,,,<LOD,0.00244,,,,,0.00207,0.00021,,,,,0.00078,0.00009,,,,,87.88645,0.19978,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.04,29.3229,21.3969,30,905,43,96439.2,70371.7,51,875,303776,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8327,24.4966,30,905,43,99894.8,82026.9,0,153,257382,0,0,1,1,0.0200003,-0.0421731,2,,,
129,NORMAL,5/17/20,18:01:43,D04,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,129,No,,33.58010274,-101.8654933,No error ,Administrator,0,,%,0.93917,0.29646,,,,,0.82343,0.03853,,,,,6.94769,0.0395,,,,,0.26991,0.00488,,,,,0.49362,0.00557,,,,,1.68778,0.00857,,,,,3.47241,0.01541,,,,,0.13588,0.00741,,,,,<LOD,0.00877,,,,,<LOD,0.00418,,,,,0.08963,0.00167,,,,,0.29207,0.0026,,,,,<LOD,0.00304,,,,,<LOD,0.00164,,,,,0.0018,0.00022,,,,,0.01351,0.00026,,,,,<LOD,0.0004,,,,,<LOD,0.00022,,,,,0.00113,0.00006,,,,,0.024,0.00017,,,,,0.00037,0.00008,,,,,0.00638,0.00012,,,,,<LOD,0.0006,,,,,<LOD,0.00075,,,,,<LOD,0.00211,,,,,<LOD,0.00237,,,,,<LOD,0.00315,,,,,<LOD,0.00396,,,,,<LOD,0.12735,,,,,<LOD,0.00138,,,,,<LOD,0.00079,,,,,0.00135,0.0001,,,,,<LOD,0.00309,,,,,0.00265,0.00026,,,,,0.00099,0.00012,,,,,84.79623,0.26114,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.5503,22.1797,30,905,43,63937.5,47989.9,16,125,159449,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8398,24.6057,30,905,43,95644.6,78867.8,0,241,236099,0,0,1,1,0.0200003,-0.0421731,2,,,
130,NORMAL,5/17/20,18:03:14,C04,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,130,No,,33.58024096,-101.8656359,No error ,Administrator,0,,%,0.77642,0.17461,,,,,1.9191,0.03274,,,,,8.46099,0.033,,,,,0.42753,0.00427,,,,,0.3606,0.00364,,,,,1.32035,0.00501,,,,,2.38623,0.00763,,,,,0.11861,0.00543,,,,,<LOD,0.00682,,,,,<LOD,0.00324,,,,,0.09271,0.00131,,,,,0.65416,0.00319,,,,,<LOD,0.00337,,,,,<LOD,0.00114,,,,,0.00222,0.00017,,,,,0.01531,0.00022,,,,,<LOD,0.00036,,,,,<LOD,0.00016,,,,,0.00186,0.00005,,,,,0.02064,0.00012,,,,,0.00045,0.00006,,,,,0.00774,0.00009,,,,,0.00024,0.00007,,,,,<LOD,0.00056,,,,,<LOD,0.0016,,,,,<LOD,0.00179,,,,,<LOD,0.00237,,,,,<LOD,0.00299,,,,,<LOD,0.09592,,,,,<LOD,0.00107,,,,,<LOD,0.00061,,,,,0.00232,0.00009,,,,,<LOD,0.00226,,,,,0.00062,0.00019,,,,,0.0004,0.00008,,,,,83.4315,0.15545,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.04,29.2813,21.1969,30,905,43,103645,75029.4,64,617,339913,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8203,24.227,30,905,43,109107,88641.9,0,0,301518,0,0,1,1,0.0200003,-0.0421731,2,,,
131,NORMAL,5/17/20,18:04:44,B04,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,131,No,,33.58032816,-101.8653902,No error ,Administrator,0,,%,0.79086,0.24508,,,,,0.82906,0.03557,,,,,4.24667,0.02481,,,,,0.25254,0.00401,,,,,0.39057,0.00415,,,,,2.25412,0.00944,,,,,3.75918,0.01452,,,,,0.0755,0.00605,,,,,<LOD,0.00788,,,,,<LOD,0.00384,,,,,0.11179,0.00166,,,,,0.64738,0.0038,,,,,0.00265,0.00081,,,,,<LOD,0.00145,,,,,0.00336,0.0002,,,,,0.02243,0.0003,,,,,<LOD,0.00045,,,,,<LOD,0.00021,,,,,0.00246,0.00006,,,,,0.02002,0.00014,,,,,0.00062,0.00008,,,,,0.01239,0.00013,,,,,0.00039,0.00009,,,,,0.00042,0.00012,,,,,<LOD,0.00191,,,,,<LOD,0.00214,,,,,<LOD,0.00283,,,,,<LOD,0.00356,,,,,<LOD,0.11491,,,,,<LOD,0.00138,,,,,<LOD,0.00075,,,,,0.00274,0.00011,,,,,<LOD,0.00271,,,,,0.00172,0.00023,,,,,0.00063,0.0001,,,,,86.57247,0.2201,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.4481,21.8685,30,905,43,80136.5,59510.2,24,196,225042,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8203,24.2586,30,905,43,111349,90581.5,0,0,314476,0,0,1,1,0.0200003,-0.0421731,2,,,
132,NORMAL,5/17/20,18:06:28,A04,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,132,No,,33.58018844,-101.8655555,No error ,Administrator,0,,%,<LOD,2.23188,,,,,0.8688,0.03986,,,,,4.50763,0.02669,,,,,0.21849,0.00445,,,,,0.36423,0.00481,,,,,1.65184,0.00692,,,,,3.33401,0.01144,,,,,0.07872,0.00654,,,,,<LOD,0.00815,,,,,<LOD,0.00408,,,,,0.03156,0.00113,,,,,0.54497,0.00346,,,,,<LOD,0.00405,,,,,<LOD,0.0016,,,,,0.00224,0.00022,,,,,0.01061,0.00023,,,,,<LOD,0.00041,,,,,<LOD,0.00023,,,,,0.00141,0.00006,,,,,0.02838,0.00018,,,,,0.00034,0.00009,,,,,0.00699,0.00013,,,,,<LOD,0.0006,,,,,<LOD,0.00076,,,,,<LOD,0.0021,,,,,<LOD,0.00235,,,,,<LOD,0.00306,,,,,<LOD,0.00384,,,,,<LOD,0.11845,,,,,<LOD,0.00134,,,,,<LOD,0.00079,,,,,0.00143,0.0001,,,,,<LOD,0.00313,,,,,0.00348,0.00027,,,,,0.00088,0.00012,,,,,88.34397,0.05553,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.5673,22.2883,30,905,43,62525.2,47132.5,12,255,152538,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.849,24.7921,30,905,43,90137.2,74866.4,0,0,211151,0,0,1,1,0.0200003,-0.0421731,2,,,
133,NORMAL,5/17/20,18:08:40,H05,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,133,No,,33.58021527,-101.8655389,No error ,Administrator,0,,%,1.0333,0.2611,,,,,0.585,0.04028,,,,,3.23846,0.02173,,,,,0.45796,0.00511,,,,,0.44074,0.00458,,,,,3.89331,0.01618,,,,,4.6651,0.01874,,,,,0.03228,0.00624,,,,,<LOD,0.00773,,,,,<LOD,0.00392,,,,,0.05041,0.00127,,,,,0.28215,0.0024,,,,,0.00223,0.00062,,,,,<LOD,0.00154,,,,,0.00216,0.00021,,,,,0.01573,0.00027,,,,,<LOD,0.00045,,,,,<LOD,0.00024,,,,,0.00172,0.00006,,,,,0.02737,0.00018,,,,,0.00038,0.00008,,,,,0.00932,0.00013,,,,,<LOD,0.00057,,,,,<LOD,0.00073,,,,,<LOD,0.00207,,,,,<LOD,0.00234,,,,,<LOD,0.00311,,,,,<LOD,0.00395,,,,,<LOD,0.11829,,,,,<LOD,0.00136,,,,,<LOD,0.00079,,,,,0.00236,0.00011,,,,,<LOD,0.00294,,,,,0.00185,0.00024,,,,,0.00083,0.00011,,,,,85.25735,0.23218,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.4795,21.9763,30,905,43,74134.4,55265.6,31,588,199639,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8166,24.1394,30,905,43,118574,95997.3,0,66,354044,0,0,1,1,0.0200003,-0.0421731,2,,,
134,NORMAL,5/17/20,18:10:12,G05,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,134,No,,33.58002193,-101.8655633,No error ,Administrator,0,,%,0.91678,0.22033,,,,,0.80545,0.03522,,,,,3.3344,0.01981,,,,,0.34065,0.00405,,,,,0.37011,0.00376,,,,,3.11845,0.01158,,,,,3.78413,0.01349,,,,,0.06271,0.00569,,,,,<LOD,0.00716,,,,,<LOD,0.00348,,,,,0.07767,0.00132,,,,,0.51162,0.00304,,,,,0.00231,0.00069,,,,,<LOD,0.00128,,,,,0.00176,0.00018,,,,,0.01449,0.00023,,,,,0.00037,0.00007,,,,,<LOD,0.00019,,,,,0.00175,0.00005,,,,,0.02838,0.00016,,,,,0.00044,0.00007,,,,,0.00854,0.00011,,,,,<LOD,0.00049,,,,,<LOD,0.00062,,,,,<LOD,0.00179,,,,,<LOD,0.002,,,,,<LOD,0.00265,,,,,<LOD,0.00334,,,,,<LOD,0.10657,,,,,<LOD,0.00119,,,,,<LOD,0.00067,,,,,0.00221,0.00009,,,,,<LOD,0.00255,,,,,0.00141,0.00022,,,,,0.00058,0.0001,,,,,86.61578,0.19877,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.3725,21.5494,30,905,43,90659.9,66513.5,42,652,274650,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8068,23.9911,30,905,43,124765,100422,0,209,391845,0,0,1,1,0.0200003,-0.0421731,2,,,
135,NORMAL,5/17/20,18:11:43,F05,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,135,No,,33.58011064,-101.8655805,No error ,Administrator,0,,%,1.16511,0.20916,,,,,1.02324,0.0319,,,,,7.07985,0.03192,,,,,0.40395,0.00455,,,,,0.62302,0.00477,,,,,1.67009,0.00663,,,,,4.10622,0.01397,,,,,0.05316,0.00551,,,,,<LOD,0.00682,,,,,<LOD,0.00344,,,,,0.10273,0.00149,,,,,0.47167,0.00286,,,,,<LOD,0.00321,,,,,<LOD,0.00126,,,,,0.00223,0.00018,,,,,0.01974,0.00026,,,,,<LOD,0.00036,,,,,<LOD,0.00019,,,,,0.00155,0.00005,,,,,0.02662,0.00015,,,,,0.00045,0.00007,,,,,0.00714,0.00011,,,,,<LOD,0.00049,,,,,<LOD,0.00063,,,,,<LOD,0.00174,,,,,<LOD,0.00194,,,,,<LOD,0.00256,,,,,<LOD,0.00322,,,,,<LOD,0.10443,,,,,<LOD,0.00126,,,,,<LOD,0.00069,,,,,0.00149,0.00009,,,,,<LOD,0.00256,,,,,0.00218,0.00022,,,,,0.00091,0.0001,,,,,83.23865,0.1841,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.4014,21.6699,30,905,43,86630.3,63849.7,38,400,254414,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.7982,23.8474,30,905,43,125327,100299,0,0,394145,0,0,1,1,0.0200003,-0.0421731,2,,,
136,NORMAL,5/17/20,18:13:19,E05,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,136,No,,33.58030115,-101.8655327,No error ,Administrator,0,,%,<LOD,1.71046,,,,,0.65406,0.03067,,,,,4.35392,0.0233,,,,,0.22427,0.00398,,,,,0.31248,0.00395,,,,,0.85194,0.00394,,,,,3.97699,0.01174,,,,,0.03347,0.00545,,,,,<LOD,0.00694,,,,,<LOD,0.00354,,,,,0.1029,0.00154,,,,,0.26566,0.00207,,,,,<LOD,0.00261,,,,,<LOD,0.00134,,,,,0.00239,0.00019,,,,,0.01659,0.00025,,,,,<LOD,0.00034,,,,,<LOD,0.00019,,,,,0.00104,0.00005,,,,,0.03377,0.00017,,,,,0.00047,0.00007,,,,,0.00531,0.00011,,,,,<LOD,0.00053,,,,,<LOD,0.00066,,,,,<LOD,0.00185,,,,,<LOD,0.00207,,,,,<LOD,0.00272,,,,,<LOD,0.00341,,,,,<LOD,0.10512,,,,,<LOD,0.0012,,,,,<LOD,0.00066,,,,,0.00109,0.00008,,,,,<LOD,0.00274,,,,,0.00265,0.00023,,,,,0.00102,0.00011,,,,,89.15999,0.04519,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.04,29.4421,21.8459,30,905,43,80343.9,59614.7,26,472,225680,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8318,24.4694,30,905,43,101426,83194.4,0,276,264385,0,0,1,1,0.0200003,-0.0421731,2,,,
137,NORMAL,5/17/20,18:14:47,D05,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,137,No,,33.58033416,-101.8656043,No error ,Administrator,0,,%,<LOD,1.51317,,,,,1.29715,0.03168,,,,,5.66022,0.0253,,,,,0.27562,0.00389,,,,,0.35906,0.00376,,,,,0.84119,0.00363,,,,,3.21426,0.00909,,,,,0.09383,0.00577,,,,,<LOD,0.00725,,,,,<LOD,0.00361,,,,,0.10158,0.00146,,,,,0.64124,0.00319,,,,,<LOD,0.00362,,,,,<LOD,0.00129,,,,,0.00263,0.00019,,,,,0.01826,0.00025,,,,,0.00029,0.00007,,,,,<LOD,0.00019,,,,,0.00211,0.00006,,,,,0.02591,0.00014,,,,,0.00054,0.00007,,,,,0.00944,0.00011,,,,,0.00036,0.00008,,,,,<LOD,0.00061,,,,,<LOD,0.00175,,,,,<LOD,0.00197,,,,,<LOD,0.0026,,,,,<LOD,0.00327,,,,,<LOD,0.1074,,,,,<LOD,0.00116,,,,,<LOD,0.00067,,,,,0.00217,0.00009,,,,,<LOD,0.0025,,,,,0.00162,0.00021,,,,,0.0005,0.00009,,,,,87.45201,0.0472,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.04,29.3578,21.5127,30,905,43,92976,68130.5,56,312,285129,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8328,24.4511,30,905,43,100799,82615.4,0,0,260897,0,0,1,1,0.0200003,-0.0421731,2,,,
138,NORMAL,5/17/20,18:16:09,C05,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,138,No,,33.58028465,-101.865515,No error ,Administrator,0,,%,0.75663,0.15152,,,,,2.18128,0.03031,,,,,9.07826,0.03225,,,,,0.20928,0.00311,,,,,0.29753,0.00306,,,,,0.76625,0.00318,,,,,2.92303,0.00845,,,,,0.13457,0.00581,,,,,<LOD,0.00746,,,,,<LOD,0.00338,,,,,0.08582,0.00123,,,,,0.99866,0.00402,,,,,<LOD,0.00406,,,,,0.00082,0.00024,,,,,0.00282,0.00018,,,,,0.01922,0.00024,,,,,0.00063,0.00008,,,,,<LOD,0.00017,,,,,0.00382,0.00006,,,,,0.01643,0.0001,,,,,0.00111,0.00006,,,,,0.01978,0.00012,,,,,0.00066,0.00007,,,,,<LOD,0.00053,,,,,<LOD,0.00162,,,,,<LOD,0.00184,,,,,<LOD,0.00249,,,,,<LOD,0.00318,,,,,0.04491,0.00975,,,,,<LOD,0.00114,,,,,<LOD,0.00064,,,,,0.00416,0.0001,,,,,0.00243,0.00037,,,,,<LOD,0.00098,,,,,<LOD,0.00059,,,,,82.4519,0.13565,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.0682,20.4067,30,905,43,132539,93046.5,152,2060,509659,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8037,23.9848,30,905,43,120252,96774.2,0,161,364380,0,0,1,1,0.0200003,-0.0421731,2,,,
139,NORMAL,5/17/20,18:17:48,B05,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,139,No,,33.58042356,-101.8655372,No error ,Administrator,0,,%,1.30571,0.23371,,,,,1.04163,0.03233,,,,,8.0883,0.03764,,,,,0.23431,0.00396,,,,,0.40923,0.00445,,,,,0.97176,0.00483,,,,,2.04559,0.00795,,,,,0.05872,0.00552,,,,,<LOD,0.00657,,,,,<LOD,0.00339,,,,,0.0539,0.00115,,,,,0.38256,0.00257,,,,,<LOD,0.0029,,,,,<LOD,0.00129,,,,,0.00192,0.00018,,,,,0.01176,0.00021,,,,,<LOD,0.00034,,,,,<LOD,0.00019,,,,,0.00129,0.00005,,,,,0.01504,0.00011,,,,,0.00038,0.00007,,,,,0.00695,0.0001,,,,,<LOD,0.00051,,,,,<LOD,0.00064,,,,,<LOD,0.00178,,,,,<LOD,0.00199,,,,,<LOD,0.00264,,,,,<LOD,0.00333,,,,,<LOD,0.09964,,,,,<LOD,0.00113,,,,,<LOD,0.00064,,,,,0.00129,0.00008,,,,,<LOD,0.00259,,,,,0.00243,0.00022,,,,,0.00077,0.00009,,,,,85.36646,0.20877,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.402,21.6187,30,905,43,84819.7,62366.4,33,304,248517,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.8373,24.5612,30,905,43,93755.5,77176.9,0,0,227821,0,0,1,1,0.0200003,-0.0421731,2,,,
140,NORMAL,5/17/20,18:19:36,A05,geoChem3-VMR,Geo Chem 3,Geochem(3-Beam),idvl,140,No,,33.58031874,-101.8655533,No error ,Administrator,0,,%,0.74746,0.16236,,,,,1.72757,0.02963,,,,,6.21557,0.02541,,,,,0.18054,0.00299,,,,,0.31834,0.0031,,,,,0.93749,0.00366,,,,,3.40919,0.00996,,,,,0.09071,0.00502,,,,,<LOD,0.00641,,,,,<LOD,0.00317,,,,,0.07216,0.00113,,,,,0.62212,0.00293,,,,,0.00309,0.00066,,,,,<LOD,0.00111,,,,,0.00251,0.00017,,,,,0.02196,0.00024,,,,,0.00027,0.00007,,,,,<LOD,0.00017,,,,,0.00263,0.00005,,,,,0.02219,0.00012,,,,,0.00086,0.00006,,,,,0.01415,0.0001,,,,,0.00031,0.00007,,,,,0.00031,0.00009,,,,,<LOD,0.00154,,,,,<LOD,0.00173,,,,,<LOD,0.00231,,,,,<LOD,0.00293,,,,,<LOD,0.09074,,,,,<LOD,0.00112,,,,,<LOD,0.00061,,,,,0.0034,0.00009,,,,,<LOD,0.00213,,,,,<LOD,0.001,,,,,0.00035,0.00008,,,,,85.60683,0.14697,,,,,,,,Top,29,,Pipe,Accept,,,,,,,,,801422,VMR,Rh,905,66.28,66.33,40,40.03,29.1488,20.7074,30,905,42,122294,86878.4,102,1029,446567,0,0,1,1,0.0200003,-0.0421731,1,905,85.94,85.94,9.99,9.98,29.7929,23.7509,30,905,42,127275,101463,0,137,406232,0,0,1,1,0.0200003,-0.0421731,2,,,
